address,authDate,compAuthId,compBizNo,compName,compRegNo,compTel,presidentName,product,rnum,compTypeNm,compMgrNo,cancelDate,compCert
울산광역시 북구 괴정1길 10-10,2018-11-23,739,620-08-34289,현수산업,제2018-058호,052-282-4512,김대현,제조업&#40;자동차부품&#41;,671,일반,hs4509,,
"경기도 양주시 백석읍 월암로 43번길 7, 가동, 나동, 라동",2018-11-16,737,689-88-01076,(주)위드플러스,제2018-055호,031-863-6411,염규진,"제조업(태양광, 배전반, LED조명, CCTV 등)",672,일반,,,
강원도 춘천시 금강로83번길 26(조양동),2018-11-16,736,183-87-00136,(주)네이처앤드피플,제2018-054호,070-5121-0073,김찬중,"제조업&#40;인쇄물, 광고물 및 판촉물&#41;",673,일반,,,
경기도 파주시 조리읍 장곡리 602-16,2018-11-16,735,460-88-02310,이케이산업,제2018-053호,031-941-8433,김영호,서비스업(세탁),674,일반,,,
"전라북도 군산시 조촌로 149, 8층(조촌동)",2018-11-09,734,251-86-00859,(주)오성누리,제2018-052호,063-440-0700,정시양,"서비스업&#40;전자의료의무기록 관리, 시스템개발 등&#41;",675,자회사,,,
"경상남도 창원시 의창구 동읍 자여로78번길 7-26, B동 1층",2018-11-09,732,761-34-00740,제이에스산업,제2018-050호,055-297-0005,류경석,서비스업(세탁),676,일반,smr0046,,
"서울특별시 마포구 양화로 188, 7층(동교동, 애경타워)",2018-11-09,731,467-86-01190,(주)모두락 애경산업,제2018-049호,02-768-2013,임재영,음식점업(사내카페),677,자회사,,,
강원도 영월군 영월읍 팔괴로 130-15,2018-11-02,730,225-81-22349,주식회사 이룸,제2018-048호,033-373-8778,김홍일,"제조업, 도소매업",678,일반,ssj7858,,
경기도 안양시 만안구 덕천로34번길 35(안양동),2018-10-31,728,123-06-93672,라이트팹,제2018-046호,031-447-1165,정태영,"제조업(조명기구, 가로등주 등)",679,일반,lightfab,,
대구광역시 북구 오봉로 24길 13,2018-10-19,726,504-03-78845,대구쇼핑백,제2018-044호,053-355-7405,김강진,제조업&#40;쇼핑백&#41;,680,일반,dgbag355,,
"경기도 수원시 영통구 매영로238번길 21, 5층 501호",2018-09-13,722,778-82-00069,(사)한국사회적일자리개발원,제2018-039호,031-705-9791,이정웅,"제조업&#40;컴퓨터, 배전반, CCTV 등&#41;",681,일반,,,
"서울특별시 종로구 새문안로 58, 2층(신문로2가, LG광화문빌딩)",2018-08-08,866,584-86-00991,(주)한울타리,제2018-037호,02-3771-2100,김성욱,"서비스업&#40;사무지원서비스, 카페, 헬스키퍼 등&#41;",682,자회사,babycb,,
"전라남도 장성군 삼서면 삼계리 310-1, 2",2018-07-27,865,115-87-00550,(주)크린탑,제2018-036호,061-394-7782,최원석,서비스업&#40;세탁업&#41;,683,일반,crt161118,,
"인천광역시 남동구 호구포로 50, 2층 225호(고잔동, 엘아이지식산업센터)",2018-07-27,864,121-86-14988,(주)천우굿프랜즈,제2018-035호,032-864-9988,우재금,"제조업&#40;칫솔소독기, 판촉물 등&#41;",684,일반,cheonwoo9,,
"인천광역시 남동구 남동대로 150, 7층 708, 709호(고잔동)",2018-07-10,861,569-81-01147,(주)한빛누리,제2018-032호,032-811-9200,홍영표,"제조업&#40;전자부품, 자동차 부품 등&#41;",685,자회사,,,
"전라북도 전주시 덕진구 도당산2길 7, 1층",2018-07-10,860,301-86-34085,(주)쓰리에이치,제2018-031호,063-250-9247,이현승,"서비스업&#40;주차관리, 콜센터 등&#41;",686,자회사,,,
"경기도 고양시 덕양구 호국로 787, 306호(주교동, 원당메디컬프라자)",2018-06-28,859,394-82-00070,(사)아름다움나눔협회,제2018-030호,070-4866-3218,방준혁,"제조업(CCTV, LED, 전광판 등)",687,일반,,,
"경기도 고양시 일산동구 하늘마을로 158(중산동, 대방트리플라온 C동 1202호)",2018-06-28,858,126-86-22940,(주)티엘,제2018-029호,031-798-6198,최종석,제조업&#40;조명기기 등&#41;,688,일반,tl6198,,
"경기도 평택시 고덕면 고덕중앙로 320, 937호(원희캐슬고덕지식산업센터)",2018-06-14,856,124-82-20370,(사)우리들행복나눔,제2018-027호,031-749-2200,송순호,"제조업(종합가구, 인쇄, 일회용위생용품)",689,일반,woorihappy,,
서울특별시 용산구 한강대로 92(한강로2가),2018-06-12,855,499-87-00841,(유)삼일행복나눔,제2018-026호,02-3781-9623,황영달,"서비스업&#40;카페, 기타 서비스&#41;",690,자회사,,,
울산광역시 울주군 온양읍 덕망로 275,2018-06-07,854,710-86-01022,(주)그린누리,제2018-025호,053-231-3331,송형준,"서비스업&#40;카페, 청소 등&#41;",691,자회사,greennuri1,,
"서울특별시 영등포구 영등포로5길 19, 813호, 909호(양평동2가, 동아프라임밸리)",2018-06-07,853,101-86-70652,(주)홍익덕원,제2018-023호,02-6096-6393,강자원,"서비스업(콜센터, 주차관리 등)",692,자회사,duckwon12,,
전라남도 순천시 서면 산단2길 49,2018-05-31,852,416-81-98222,(주)모던크린,제2018-022호,061-752-8289,박병두,서비스업&#40;세탁&#41;,693,일반,,,
경기도 광주시 오포읍 오포로 285-23,2018-05-31,851,489-88-00410,(주)새빛테크놀러지,제2018-021호,031-798-6172,"이경숙, 김상현","제조업(LED, 조명기구 등)",694,일반,,,
"전라남도 담양군 금성면 새덕굴길 64, 66",2018-05-23,964,389-81-01653,담양실업,제2018-019호,061-381-2267,김경연,세탁업,695,일반,dy2267,,
"서울특별시 강남구 테헤란로 322, 206호, 207호",2018-05-04,717,436-87-00627,(주)프로투게더,제2018-016호,070-4334-2102,장공진,"제조업&#40;인쇄물 등&#41;, 서비스업&#40;문서보안 및 파쇄&#41; 등",696,자회사,,,
"서울특별시 강남구 논현로85길 28, 1층(역삼동, 대한성서공회빌딩)",2018-05-04,690,332-88-00851,파란행복(주),제2018-015호,02-2112-0980,이호준,"음식점업&#40;카페&#41;, 서비스업&#40;인쇄, 출판&#41; 등",697,자회사,,,
"서울 영등포구 버드나루로2길 7, 1층(영등포동2가, 흥국생명빌딩)",2018-05-04,716,697-87-00877,(주)큰희망,제2018-014호,070-8188-3732,김중혁,사업시설 유지관리 서비스업 등,698,자회사,call2288,,
서울특별시 강서구 마곡중앙로 150(마곡동),2018-04-10,715,356-88-00857,(주)드림누리,제2018-013호,02-6924-1302,정만근,사업시설관리 및 사업지원서비스업,699,자회사,,,
부산광역시 강서구 체육공원로52번길 79(대저1동),2018-03-28,713,606-82-09805,(사)한국장애인자립협회,제2018-011호,051-959-4511,이혜영,"제조업&#40;종량제봉투&#41;, 용역&#40;공공기관 이전 서비스&#41;",700,일반,downdate,,
"서울특별시 중구 퇴계로 235, 218호(충무로4가, 남산센트럴 자이)",2018-03-28,712,607-86-09771,(주)두루행복한세상,제2018-010호,1644-0728,이시우,"제조 및 도소매업(인쇄, 판촉물 등)",701,일반,dhp1644,,
"서울특별시 강남구 영동대로 735(청담동, 골프존타워서울)",2018-03-28,711,532-87-00721,(주)뉴딘파스텔,제2018-009호,070-8640-6235,한태정,공연단체&#40;합창단&#41;,702,자회사,ndpastel,,
"경기도 의정부시 산단로132번길 98, 비동(용현동)",2018-03-09,675,254-87-00646,(주)위드케이텔,제2018-008호,031-852-7372,김찬중,제조업(소방용품),703,자회사,,,
"서울특별시 금천구 가마산로 72(가산동, 신화빌딩)",2018-02-07,645,214-88-24517,(주)크리앤조이,제2018-005호,02-704-7351,함병섭,"도소매업&#40;문구, 완구 등&#41;",704,일반,CNJ1894,,
"전라북도 전주시 덕진구 솔내로 131, 3층 301호(송천동 1가 열방빌딩)",2018-01-08,709,402-82-12917,(사)꿈드래장애인협회,제2018-002호,063-261-7023,하태복,제조업(배전반 및 자동제어반 등),705,일반,gdr7023,,
충청북도 음성군 삼성면 대성로 274-38,2017-11-30,707,521-86-00476,(주)시아스쿡,제2017-046호,043-881-9455,배상열,제조업&#40;식품류&#41;,706,자회사,,,
경기도 수원시 권선구 산업로156번길 201(고색동),2017-11-28,706,561-82-00200,(사)동반성장산업협회,제2017-045호,070-4213-7161,임승택,"제조 및 도소매업(LED조명, CCTV, 공기순환기 등)",707,일반,ienergy,,
경상북도 고령군 개진면 양전공단길 17 (양전리),2017-11-28,705,503-81-86374,(주)삼덕씨앤피,제2017-044호,054-615-6600,박상연,"제조업(종이컵, 인쇄 등)",708,일반,,,
전라남도 무안군 청계면 청계공단1길 68,2017-11-28,704,411-81-84761,(유)성지에프앤디,제2017-042호,061-281-7070,김재욱,"제조업&#40;떡류, 면류&#41;",709,일반,sjfnd1111,,
세종특별자치시 연기면 수왕로 507-16,2017-11-28,702,502-26-65945,오라이트,제2017-040호,044-868-0084,노창현,"제조업&#40;칫솔, 기타솔 등&#41;",710,일반,oright,,
"강원도 강릉시 정원로 54, 8층(교동, 주니어타운)",2017-11-28,701,420-86-00663,(주)케이펙,제2017-039호,070-5003-6527,김도영,도매 및 소매업(농축산물),711,자회사,kpride40,,
"서울특별시 영등포구 선유로3길 10, 106호, 405호(문래동5가, 하우스디 비즈)",2017-11-10,850,415-82-15695,꿈더하기 사회적협동조합,제2017-038호,02-842-9200,전영화,"제조업&#40;빵류, 과자류, 견과류 외&#41;",712,일반,dreamplus,,
경상남도 김해시 진례면 테크노밸리1로 115-12,2017-11-03,849,609-01-55600,금강산업,제2017-037호,055-342-5696,"박연실, 이상민",제조업&#40;자동차부품&#41;,713,일반,,,
강원도 춘천시 동산면 원무동길 108-19,2017-11-03,848,178-86-00234,(주)크린산업,제2017-036호,033-241-7761,이미옥,"제조업(종량제봉투, 쇼핑백, 우산비닐 등)",714,일반,jih7761,,3
"경상남도 양산시 장터1길 5-11, 1층(중부동)",2017-11-03,847,486-87-00845,엔젤위더스(주),제2017-035호,055-912-9990,이재수,"제조업&#40;제과, 제빵&#41;",715,자회사,,,
충청북도 청주시 흥덕구 화계동 테크노폴리스 일반산업단지 에프 6-2,2017-11-03,845,307-87-00542,행복모아(주),제2017-033호,043-901-7213,방병권,세탁업 및 제조업,716,자회사,,,
경기도 용인시 처인구 남사면 처인성로 928 (완장리 316),2017-10-19,700,143-81-16962,(주)에이스엘이디,제2017-031호,070-4410-3994,"김민정, 정우숙","제조업&#40;전광판, CCTV, 전기공사, 태양광, 일반등, LED조명&#41;",717,일반,aceled,,
경북 경산시 남산면 경리길 11-7,2017-10-19,699,515-81-41782,씨앤비물산크린(주),제2017-030호,053-852-5225,김홍범,세탁업&#40;의료기관 세탁물&#41;,718,일반,cnbmulsan,,
"부산광역시 금정구 부산대학로63번길 2, 301호(장전동)",2017-10-11,696,894-86-00689,(주)코페아,제2017-027호,051-510-2742,정광식,음식점업(커피 등),719,자회사,,,
부산광역시 기장군 정관읍 산단6로 12-6 본사 및 제1공장,2017-09-20,693,617-81-82323,(주)금경라이팅,제2017-024호,055-602-2222,김금연,제조업&#40;조명기구 등&#41;,720,일반,kkled1,,
대구광역시 북구 검단북로 2-13 (산격동),2017-08-25,691,504-01-71057,청기와산업,제2017-022호,053-381-9787,문무학,세탁업,721,일반,,,
"부산광역시 남구 황령대로319번가길 53(대연동, 1층)",2017-08-02,689,617-86-22368,부산커피협동조합,제2017-020호,1877-1212,이성록,제조 및 도소매업&#40;커피 등&#41;,722,일반,busancoffee,,
경기도 평택시 진위면 경기대로 1952,2017-08-02,687,891-86-00486,스위트위드(주),제2017-018호,031-668-9302,박경섭,제조업&#40;과자 완제품 소분&#41;,723,자회사,,,
"경기도 하남시 미사강변서로 25, 지하3층 FB329호, FB330호, FB331호, FB332호(풍산동, 미사테스타타워지식산업센터)",2017-07-07,842,114-87-23152,(주)동구밭,제2017-015호,070-4282-9626,"노순호, 박상재",제조업(친환경 비누),724,일반,,,
인천광역시 서구 건지로97번길 33-37(석남동),2017-07-07,841,101-86-60227,(주)샤프에스이,제2017-014호,02-6096-6392,"김남기, 박성환","식자재유통업, 사업지원서비스업",725,자회사,steelkjj,,
"경기도 의왕시 이미로 40, 에이동 213호(포일동, 인덕원아이티밸리)",2017-06-13,840,402-82-25218,(사)나너우리,제2017-013호,031-424-2111,김명정,도소매&#40;컴퓨터 및 주변장치&#41; 및 제조업&#40;컴퓨터 등 전자부품 조립&#41;,726,일반,iyouus2111,,
"서울특별시 강서구 하늘길 70 1층 L103-2호(과해동, 항공지원센터)",2017-06-13,838,731-88-00553,(주)모두락,제2017-011호,070-7420-7497,이정석,"사업지원서비스업&#40;네일아트, 사내카페 등&#41;",727,자회사,,,
경상남도 김해시 생림면 나전로 372,2017-05-25,686,615-81-55252,(주)성일정판,제2017-010호,055-325-1405,신판갑,"제조업&#40;종이상자, 식품용기 등&#41;",728,일반,spg1523,,
"인천 연수구 송도과학로 32, M동 2001호(송도동)",2017-05-25,685,122-86-43768,(주)비알인포텍,제2017-009호,031-364-8896,"김경님, 오상록","제조업(무선통신기기, CCTV 등)",729,일반,roogi1,,
전라남도 여수시 화양면 영터길 35-13,2017-04-21,836,417-81-45301,(주)대건솔루션,제2017-007호,031-691-9788,김범수,서비스업&#40;세탁&#41;,730,일반,,,
서울특별시 노원구 노원로32길 42-22(상계동),2017-04-21,834,658-88-00258,(주)우리행성,제2017-005호,02-933-1214,유수진,서비스업&#40;카페 및 제빵&#41;,731,자회사,ourplanet,,
경북 고령군 대가야읍 장기공단 1길 46,2017-02-24,774,271-87-00016,(주)유상엠엘에스,제2017-002호,054-956-3445,정창배,세탁업,732,일반,ysmls6778,,
경기도 양주시 남면 현석로785번길 228,2016-12-29,833,121-81-01358,(주)흥일기업,제2016-067호,031-863-4904,정대완,제조업&#40;린넨&#41; / 세탁업,733,일반,,,
경기도 포천시 가산면 정금로473번길 16,2016-12-29,832,127-86-35981,(주)이지앤,제2016-066호,031-544-0882,박순식,제조업&#40;플라스틱밀폐용기&#41;,734,일반,,,
경상남도 거제시 연초면 오비3길 21-1,2016-12-29,830,195-86-00336,연연칠백리(주),제2016-064호,055-635-2256,유원관,제조업&#40;조선소모품&#41;,735,일반,yycc336,,
충청남도 아산시 둔포면 아산밸리서로 70-11,2016-12-29,605,868-81-00235,(주)현테크,제2016-063호,041-543-8884,김승섭,제조업(자동차부품),736,자회사,,,
전라남도 장성군 황룡면 신기길 93,2016-12-12,603,409-81-39642,(주)백양실업,제2016-060호,061-392-7900,전갑수,세탁업,737,일반,by70000,,
대구광역시 동구 화랑로91길 18-17(용계동),2016-12-12,962,170-88-00272,(주)자파즈,제2016-059호,053-985-3881,한지민,제조업&#40;섬유제품&#41;,738,자회사,,,
경기도 김포시 양촌읍 양곡2로 133-11,2016-12-12,600,137-81-86459,(주)대동소방,제2016-057호,031-989-8653,김희진,제조업&#40;소화기약제 및 소화기계기구&#41;,739,일반,ddfiremall,,
부산광역시 부산진구 범일로154번길 33 2층(범천동 범일역풍림아이원),2016-11-30,599,606-82-10466,사단법인한국선원장애인복지협회,제2016-056호,051-315-4863,오성운,"제조업(장갑, 화장지, 쇼핑백 등), 서비스업(주차장위탁관리)",740,일반,kmju73,,
경기도 수원시 영통구 영통로 329(매탄동),2016-11-30,598,422-87-00443,(주)어울림에프,제2016-055호,031-217-9400,주은환,"임가공, 도소매업(청소용품 등)",741,자회사,oullimf,,
제주특별자치도 제주시 화남로 48(화북일동),2016-11-30,596,616-26-27328,조양산업,제2016-053호,064-732-1500,남혁우,"제조업&#40;침대시트, 커버 등&#41;, 서비스업&#40;세탁&#41;",742,일반,,,
제주특별자치도 제주시 애월읍 신엄8길 21,2016-11-30,595,616-81-83727,(주)한강산업,제2016-052호,064-744-0160,정광호,서비스업(세탁),743,일반,,,
경상남도 산청군 단성면 목화로474번길 14-2,2016-11-10,594,613-81-62382,(주)누리,제2016-051호,055-972-7676,강은정,"기타보건업&#40;돌봄, 재가장기요양기관방문요양방문목욕 등&#41;",744,일반,nuri1214,,
경기도 김포시 통진읍 김포대로1978번길 97,2016-11-10,593,131-81-52586,(주)청호,제2016-050호,031-982-4537,지태옥,제조업&#40;육가공업&#41;,745,일반,,,
"서울특별시 마포구 매봉산로 75, 12층(상암동, DDMC빌딩)",2016-11-10,591,461-88-00542,(주)행복마루,제2016-048호,02-6941-0907,이순환,"미화, 사내카페",746,자회사,hmaru2016,,
전라북도 익산시 옛둑2길 126(석탄동),2016-10-31,590,403-81-82137,(유)청정클린,제2016-047호,063-858-9924,고현미,세탁업,747,일반,,,
경기도 이천시 모가면 진상미로1385번길 70,2016-10-31,588,126-86-53384,(주)사나래,제2016-045호,031-631-2445,이영옥,제조업&#40;비닐봉투&#41;,748,일반,sanarae01,,
"경기도 오산시 가장산업동로 37, 3층(가장동)",2016-10-31,587,135-86-48416,(주)위드림,제2016-044호,031-8047-2994,나훈철,사업지원(제품포장),749,자회사,,,
"서울특별시 금천구 가산디지털1로 33-33(가산동, 대륭테크노타운2차505-2호)",2016-08-03,581,206-82-13088,(사)장애인동반성장협회,제2016-038호,02-2269-5565,정영석,"제조업&#40;인쇄물, CCTV, LED조명&#41;",750,일반,dongban5565,,
"대전광역시 유성구 대학로 99(궁동, 충남대학교)",2016-08-03,578,867-87-00215,(주)영탑,제2016-035호,042-821-8797,최철희,서비스업(카페),751,자회사,,,
"경기도 시흥시 서울대학로 264번길 22, 8층 817호",2016-07-20,576,137-81-89252,(주)오넥트,제2016-033호,1588-3623,박미설,제조업(사무용 가구),752,일반,onect,,
"서울특별시 영등포구 경인로82길 3-4, 1105호(문래동1가, 센터플러스)",2016-07-20,575,101-82-17848,(사)남북장애인교류협회,제2016-032호,02-738-2221,강석승,제조업(인쇄물),753,일반,nambouk,,
대구광역시 서구 와룡로72길 12 (중리동),2016-07-06,571,514-24-60288,천일장갑,제2016-028호,053-522-2230,김원수,제조업&#40;장갑류&#41;,754,일반,,,
전라북도 전주시 덕진구 오신2길 24-21(성덕동),2016-07-06,570,402-81-69316,(주)강동오케익,제2016-027호,063-211-9400,강동오,"제조업&#40;제과, 제빵&#41;",755,일반,gdocake,,
충청북도 청주시 청원구 북이면 내추옥수길 109,2016-07-06,569,301-81-89402,(주)예원,제2016-026호,043-216-2263,지이규,제조업&#40;종이용기&#41;,756,일반,yewon,,
"서울특별시 금천구 가산디지털1로 119, SK트윈테크타워 A동 303, 304호",2016-07-06,568,110-81-77391,(주)네오누리콤,제2016-025호,02-394-1821,"신성호, 강지연",제조업(판촉기념품 / PVC 고주파 상품),757,일반,nnrc1821,,
"부산광역시 사하구 낙동대로 542, 대우에덴프라자 지하3층 제301호",2016-06-08,960,561-81-00561,(주)동아위드,제2016-024호,051-291-7605,"이경숙, 이경희","인쇄, 출판",758,일반,dongawith,,
경기도 수원시 권선구 서둔동 14-2,2016-06-08,566,124-81-44996,(주)신우성,제2016-023호,031-291-1706,최찬식,서비스업&#40;세탁업&#41;,759,일반,,,
"서울특별시 성동구 성수일로6길 33, 3층(성수동2가, 아연디지털타워)",2016-06-08,565,235-88-00278,(주)링키지랩,제2016-022호,02-6452-5000,박대영,서비스업(인터넷 서비스 운영 관리업 등),760,자회사,,,
경상남도 산청군 금서면 친환경로 2461,2016-05-16,564,613-81-54825,(주)엔티코리아,제2016-021호,055-974-0188,엄점태,제조업&#40;피포대&#41;,761,일반,ntkorea2199,,
대전광역시 서구 관저동로 158,2016-05-16,562,305-86-30140,가람상사(주),제2016-018호,042-222-3013,김규일,서비스업(주차장 운영 등),762,자회사,,,
"경기도 성남시 분당구 대왕판교로 645번길 16(삼평동, 플레이뮤지엄)",2016-05-16,561,692-88-00321,엔에이치엔굿프렌즈(주),제2016-017호,031-8038-3603,이중하,소매업&#40;매점&#41;,763,자회사,,,
충청북도 음성군 원남면 상노리 740-1,2016-04-29,558,303-81-76524,(주)내일식품,제2016-014호,043-879-2100,전기성,절임김치 등,764,자회사,,,
경기도 남양주시 수동면 소래비로 227-17,2016-04-14,557,132-81-94589,(주)행복큐산업,제2016-013호,031-591-1568,"박지혜, 배명순",제조업&#40;화장지&#41;,765,일반,ggogsos,,
"서울 금천구 가산디지털1로 24(가산동, 대륭테크노타운 13차) B1, 102호",2016-04-14,556,682-82-00040,(사)한국장애인상생복지회,제2016-012호,02-2644-2911,손춘호,"제조업&#40;인쇄물, 판촉물&#41;",766,일반,coex2015,,
"경기도 군포시 청백리길 13, 지하1층, 지상1층 2층(금정동)",2016-04-05,554,123-82-14666,(사)군포시장애인단체총연합회,제2016-010호,031-398-8887,박상환,서비스업(청소),767,일반,,,
부산광역시 강서구 녹산산단382로14번길 27 (송정동),2016-04-05,684,603-81-78873,(주)핸드,제2016-009호,051-205-3553,김영환,제조업(병원 린넨물 제작),768,일반,,,
대전시 대덕구 대덕대로1447번길 40,2016-04-05,683,666-81-00186,한국동그라미파트너스(주),제2016-007호,042-930-1244,정일용,"서비업&#40;카페, 세탁 등&#41;",769,자회사,,,
경상남도 양산시 소주공단5길 5 (주남동),2016-03-04,681,621-86-03021,(주)대원크리닝,제2016-005호,055-366-1853,최인호,산업용세탁,770,일반,,,
"서울특별시 금천구 가산디지털1로 30, 1712호",2016-02-05,495,214-88-00529,(주)컴트리,제2016-004호,02-858-4582,이숙영,"제조업&#40;데스크톱 컴퓨터, 액정모니터&#41;",771,일반,comtree,,
충북 청주시 흥덕구 2순환로 765(송정동) LG화학청주공장 2복지관 2층,2016-01-28,493,796-81-00186,(주)밝은누리,제2016-001호,043-261-7357,서덕천,"매점, 커피숍, 환경미화 등",772,자회사,,,
경기도 고양시 덕산로57번길 37,2015-12-29,492,202-81-44170,(주)태건비에프,제2015-053호,031-923-6400,김만석,제조업&#40;가설분전반&#41;,773,일반,,,
"인천광역시 부평구 주부토로 261, 203호(갈산동)",2015-12-29,491,144-86-00172,(주)두루가온누리,제2015-052호,032-510-0024,심웅섭,서비스업&#40;위생관리용역&#41;,774,자회사,,,
부산광역시 사상구 낙동대로1292번길 29 (삼락동),2015-12-29,490,606-86-23407,장미고무공업사(주),제2015-051호,051-302-5376,윤철희,제조업&#40;장갑&#41;,775,일반,jangmi5376,,
충남 예산군 신암면 추사로 447,2015-12-29,959,446-81-00054,(주)나누리,제2015-050호,041-404-7732,백운성,제조업&#40;자동차 모터부품 등&#41;,776,자회사,nanuri01,,
경기도 시흥시 신천로25번길 24(신천동),2015-12-29,487,140-81-33171,(주)삼미식품,제2015-048호,031-316-5540,유완현,제조업&#40;떡류&#41;,777,일반,sammi316,,
"인천광역시 남동구 아암대로 1223, 제1동 1층 108-1호 (고잔동, 성강지식센터)",2015-12-29,486,131-86-27156,(주)다함께,제2015-047호,032-468-8026,원용관,"제조업&#40;위생물티슈, 물수건&#41;",778,일반,wontul,,
경기도 광주시 곤지암읍 가마을길 63,2015-11-27,958,650-87-00878,세준푸드 농업회사법인 주식회사,제2015-044호,031-761-4564,문완기,"제조업&#40;식혜, 수정과&#41;",779,일반,sejun00878,,
"서울특별시 강서구 강서로 468, 7층 701호(등촌동, 테크노타워)",2015-11-27,483,107-88-37994,(주)케이두레,제2015-042호,02-2668-0311,안언숙,서비스&#40;콜센터 운영&#41;,780,일반,,,
경기도 부천시 원미구 옥산로 220번길 9(도당동),2015-11-27,465,130-86-19954,(주)한양기업,제2015-041호,032-683-2478,김영호,제조업&#40;섬유제품 정리 및 마무리가공&#41;,781,일반,,,
울산광역시 북구 산성로 60,2015-11-27,482,620-81-06675,(주)대길,제2015-039호,052-288-8584,김길자,세탁업,782,일반,,,
전남 함평군 함평읍 함영로 1685-15,2015-10-30,481,412-81-15331,천지환경(주),제2015-038호,061-323-1882,최명순,"건설폐기물중간처리업, 골재선별파쇄업, 톱밥, 상온아스콘",783,일반,cheonjii,,
전라남도 나주시 동수농공단지길 30-91,2015-10-30,957,347-87-01156,(주)해농,제2015-037호,061-336-9934,조명추,제조업&#40;조미김&#41;,784,일반,,,
인천광역시 계양구 계산로 111번길 5-2,2015-10-30,479,137-81-80611,(주)지앤지티씨,제2015-036호,032-561-1364,정복기,"제조업&#40;장갑,의류 등&#41;",785,일반,,,
경기도 양주시 백석읍 권율로1253번길 77-42 홍죽산업단지 B-4,2015-10-05,669,206-86-36565,(주)성원에어테크,제2015-032호,031-872-2421,민성식,"제조업&#40;방열관, 덕트, 배관금속제품&#41;",786,일반,swduct,,
강원도 원주시 흥업면 대안로 1013,2015-10-05,667,224-81-57559,성안(주),제2015-031호,033-763-0465,박순분,제조업&#40;교시용 모형&#41;,787,일반,seong57559,,
"서울특별시 중구 창경궁로1길 8, 1,2층(충무로4가)",2015-10-05,659,201-82-08810,(사)한국나눔복지연합회,제2015-030호,02-2279-9240,김상균,"제조업&#40;인쇄, 디자인, 복사용지&#41;",788,일반,nanum9240,,
경기도 화성시 정남면 보통내길 82-13,2015-07-30,477,132-81-63029,(주)우리제지,제2015-025호,031-352-0147,홍남희,"제조업(화장지, 페이퍼타월)",789,일반,wrpaper05,,1
충청남도 천안시 동남구 수신면 백자3길 96,2015-07-30,475,312-82-17263,(사)한마음장애인복지회,제2015-022호,041-583-8815,송순왕,"제조업&#40;화장지, 복사용지, 문서파쇄, 청소용역",790,일반,mind8815,,
"경기도 남양주시 다산중앙로82번길 106, 222호, 215&#126;217호",2015-07-30,956,132-81-91146,(주)더올가,제2015-021호,031-511-0008,이순화,"제조업, 음식업(도시락, 반찬)",791,일반,sufood93,,
"부산광역시 동구 중앙대로 196번길 12-3, 9층(초량동, 부산장애인종합회관)",2015-07-01,473,604-82-03843,(사)부산장애인총연합회,제2015-019호,051-863-0650,조창용,서비스업,792,일반,,,
"서울특별시 영등포구 선유로49길 23, 1509호(양평동4가)",2015-07-01,472,107-82-12123,(사)장애인인권센터,제2015-018호,02-6123-4400,서인환,"서비스(CCTV, 전광판, 인터넷홈페이지 제작, 전산업무)",793,일반,hcdpict,,
제주특별자치도 제주시 애월읍 광령남6길 45,2015-07-01,471,616-81-63599,(주)백록육가공공장,제2015-016호,064-747-6560,문승택,"제조업,도소매&#40;식육가공,포장&#41;",794,일반,br6560,,
대구광역시 동구 금강로16길 7 (신서동),2015-07-01,470,515-81-33389,(주)참푸드팜,제2015-015호,053-815-4243,현진규,"제조업,소매&#40;육류가공&#41;",795,일반,charmfood,,
"경기도 하남시 미사강변서로 25, 제8층 제에프849호(풍산동, 미사테스타타워지식 산업센터)",2015-04-29,653,204-86-50334,주식회사 도노,제2015-014호,070-4334-4770,정상구,제조 및 판매&#40;원두커피&#41;,796,일반,,,
제주특별자치도 제주시 명림로 258 (봉개동),2015-04-29,455,616-81-49807,제주탐나씨푸드 영어조합법인,제2015-011호,064-722-8701,김미,"제조업&#40;어묵, 수산조미식품&#41;",797,일반,sungha01,,
전라북도 순창군 순창읍 순창로 34,2015-03-12,453,407-81-05199,(주)신광제약,제2015-009호,063-653-1040,기순종,"제조업&#40;칫솔, 마스크 등&#41;",798,일반,skp1040,,
충남 예산군 덕산면 온천단지3로 45-7,2015-02-09,451,311-81-50092,(주)그린산업,제2015-005호,041-330-8282,유성곤,세탁업,799,자회사,,,
서울특별시 동대문구 회기로 111(회기동),2015-01-21,680,204-81-95694,(주)경희매니지먼트컴퍼니,제2015-002호,02-964-7490,유환철,서비스업(인력파견업),800,자회사,,,
"인천광역시 나동구 구월남로 174,8층 803(구월동, 그랜드 프라자)",2014-12-30,469,131-86-67202,(주)가천누리,제2014-037호,031-460-8494,양승현,서비스 (영상기록저장),801,자회사,gachonnuri,,
경북 경산시 자인면 공단로 144-12,2014-12-30,468,514-13-87506,드림제지,제2014-036호,053-817-6756,손은지,"제조업(화장지, 물티슈, 화환, 생화, 꽂꽂이)",802,일반,dreampaper,,
"서울특별시 강남구 논현로 74, 지하1층(개포동, 코인빌딩)",2014-12-19,467,120-87-79573,(주)커피지아,제2014-035호,070-8254-1910,김희수,"커피가공업 &#40;원두커피가공, 판매&#41;",803,일반,coffeejia,,
